"<ID|readonly|noverify>";"<English>";"<Russian>";"<German>"
"mothman_gather_stones/desc";"Collects items to throw. You can only pick up items when you are close to the ground.";"Собирает предметы для бросков. Поднять вещи можно только находясь рядом с землёй.";"Sammelt Gegenstände zum Werfen. Du kannst nur dann Gegenstände aufheben, wenn du dich nahe am Boden befindest."
"mothman_gather_stones/name";"Create items";"Создать предметы";"Gegenstände erstellen"
"mothman_gather_stones/too_high";"Too high";"Слишком высоко";"Zu hoch"
"mothman_throw_stone/desc";"Throws a stone with great force. Charging makes the stone unstable, triggering teleportation on impact.";"Бросает камень с большой силой. Зарядка делает камень нестабильным, вызывая телепортацию при ударе.";"Wirft einen Stein mit großer Wucht. Durch Aufladen wird der Stein instabil und löst bei Aufprall eine Teleportation aus."
"mothman_locate_players/name";"Hunt the prey";"Выследить добычу";"Beute jagen"
"mothman_locate_players/desc";"Shows direction to an enemy";"Показывает направление до противника";"Zeigt die Richtung zu einem Feind"
"command_attack/name";"Command to attack!";"В атаку!";"Angriffsbefehl!"
"hint/on_spawn_with_scream_ability";"Scream to tame distorted around";"Крикнуть, чтоб приручить искаженных рядом";"Schreien, um verzerrte Gegner zu bändigen"
"hint/ability_on_cooldown";"The ability is not ready yet";"Умение еще не готово";"Die Fähigkeit ist noch nicht bereit"
"marketCategory/weapons";"Weapons";"Оружие";"Waffen"
"marketCategory/ammunition";"Ammunition";"Амуниция";"Munition"
"marketCategory/medicines";"Medicines";"Медицина";"Medikamente"
"marketCategory/weapon_mods";"Weapon Mods";"Моды оружия";"Waffenmodifikationen"
"marketCategory/equipment";"Equipment";"Экипировка";"Ausrüstung"
"marketCategory/armor";"Armor";"Броня";"Rüstung"
"marketCategory/vehicles";"Vehicles";"Техника";"Fahrzeuge"
"marketCategory/builds";"Builds";"Строения";"Bauten"
"marketCategory/production";"Production";"Производство";"Produktion"
"marketCategory/loot";"Miscellaneous";"Прочее";"Sonstiges"
"marketCategory/All";"All items";"Все предметы";"Alle Gegenstände"
"marketCategory/presets";"Presets";"Наборы";"Voreinstellungen"
"marketCategory/favoriteItems";"Favorite";"Избранное";"Favoriten"
"marketCategory/chronogene";"Genetics";"Генетика";"Genetik"
"marketCategory/other";"Other";"Прочее";"Sonstige"
"marketCategory/cart";"Cart";"Корзина";"Warenkorb"
"marketCategory/premium";"Special";"Особенное";"Spezial"
"lootableri/open";"Open";"Открыть";"Öffnen"
"monsterCorpse/search";"Search monster";"Обыскать монстра";"Monster durchsuchen"
"lootingBag/search";"Search the victim's stuff";"Обыскать вещи жертвы";"Durchsuche das Zeug des Opfers"
"lootingDestroyedRobodog/search";"Search the Robot dog's bag";"Обыскать сумку Робо-пса";"Durchsuche die Tasche des Robotershundes"
"lootingTeammate/search";"Search teammate";"Обыскать сокомандника";"Teamkameraden durchsuchen"
"lootingTeammate/searchOrRevive";"Search or revive teammate";"Обыскать или воскресить сокомандника";"Teamkameraden durchsuchen oder wiederbeleben"
"lootingAirdrop/search";"Search the airdrop";"Обыскать посылку";"Durchsuche den Luftabwurf"
"lootingAirdrop/use";"Unpacking the airdrop";"Распаковать посылку";"Airdrop auspacken"
"lootingBag/empty";"Nothing found";"Ничего не найдено";"Nichts gefunden"
"consoleMessage/cart_not_empty";"The cart is not empty. Leave the store?";"Корзина не пуста. Покинуть магазин?";"Der Wagen ist nicht leer. Möchten Sie den Laden verlassen?"
"consoleMessage/clear_cart_confirmation";"Are you sure you want to empty the cart?";"Вы уверены, что хотите очистить корзину?";"Sind Sie sicher, dass Sie den Warenkorb leeren möchten?"
"consoleMessage/empty_weapons";"You didn't equip the weapon. Continue?";"Вы не экипировали оружие. Продолжить?";"Sie haben die Waffe nicht ausgerüstet. Weiter?"
"consoleMessage/ammo_missing";"Some of your equipped weapons have no ammo. Continue?";"У вашего экипированного оружия пустой боекомплект. Продолжить?";"Einige Ihrer ausgerüsteten Waffen haben keine Munition. Weiter?"
"consoleMessage/empty_inventory";"Your inventory is empty. Continue?";"Ваш инвентарь пуст. Продолжить?";"Ihr Inventar ist leer. Weiter?"
"consoleMessage/empty_contracts";"You didn't bring the contracts. Continue?";"Вы не взяли с собой контракты. Продолжить?";"Sie haben die Verträge nicht dabei. Weiter?"
"consoleMessage/full_inventory";"You don't have enough space in the inventory";"У вас недостаточно места в инвентаре";"Sie haben nicht genug Platz im Inventar"
"consoleMessage/full_equipment";"Equipment slot is already taken";"Слот экипировки уже занят";"Der Ausrüstungsplatz ist bereits belegt"
"onboarding/look_at_watch";"Check the watch";"Проверить часы";"Uhr überprüfen"
"onboarding/activateMonolith";"Hold to connect with the Monolith Portal";"Удерживайте, чтобы синхронизироваться с Порталом Монолита";"Gedrückt halten, um dich mit dem Monolith-Portal zu verbinden"
"onboarding/standup";"Stand up";"Встать";"Aufstehen"
"onboarding/approach_monolith";"Approach";"Приблизиться";"Nähern"
"onboarding/insert_accesscard";"Use Memory Card";"Использовать Карту Памяти";"Verwende Speicherkarte"
"onboarding/accesscard_required";"Memory Card required";"Требуется Карта Памяти";"Speicherkarte erforderlich"
"onboarding/door_locked";"Locked";"Закрыто";"Gesperrt"
"onboarding/raidRequiresMonolithLevel";"Access to further raids is locked.

To unlock it, use the Monolith window and open <accented>level Alpha</accented>.";"Доступ к дальнейшим рейдам закрыт.

Чтобы разблокировать доступ воспользуйтесь окном Монолита и откройте <accented>уровень Альфа</accented>.";"Access to further raids is locked.

To unlock it, use the Monolith window and open <accented>level Alpha</accented>."
"onboarding/accessDenied";"Monolith Alpha level is required";"Необходим уровень Монолита Альфа";"Monolith Alpha level is required"
"consoleMessage/inventory_overflow_on_unequip_drop_items_on_ground";"You have too much items in your inventory or pockets.
You need to drop some of them to unequip bag.
Continue?
";"У вас слишком много вещей в инвентаре или карманах.
Чтобы снять сумку, придется скинуть часть из них.
Продолжить?";"Du hast zu viele Gegenstände in deinem Inventar oder deinen Taschen.
Du musst einige davon abwerfen, um die Tasche abzulegen.
Weiter?"
"consoleMessage/inventory_overflow_on_swap_drop_items_on_ground";"You have too much items in your inventory or pockets.
You need to drop some of them to switch bags.
Continue?
";"У вас слишком много вещей в инвентаре или карманах.
Чтобы сменить сумку, придется скинуть часть из них.
Продолжить?";"Du hast zu viele Gegenstände in deinem Inventar oder deinen Taschen.
Du musst einige davon abwerfen, um die Tasche zu wechseln.
Weiter?"
"consoleMessage/inventory_overflow_on_unequip_drop_items_to_stash";"You have too much items in your inventory or pockets.
You need to put some of them in stash to unequip bag.
Continue?
";"У вас слишком много вещей в инвентаре или карманах.
Чтобы снять сумку, придется убрать часть из них на склад.
Продолжить?";"Du hast zu viele Gegenstände in deinem Inventar oder deinen Taschen.
Du musst einige davon in das Versteck legen, um die Tasche abzulegen.
Weiter?"
"consoleMessage/inventory_overflow_on_swap_drop_items_to_stash";"You have too much items in your inventory or pockets.
You need to put some of them in stash to switch bags.
Continue?
";"У вас слишком много вещей в инвентаре или карманах.
Чтобы сменить сумку, придется убрать часть из них на склад.
Продолжить?";"Du hast zu viele Gegenstände in deinem Inventar oder deinen Taschen.
Du musst einige davon in das Versteck legen, um die Tasche zu wechseln.
Weiter?"
"build_mode/constructions";"Constructions";"Строения";"Bauten"
"build_mode/exit";"Exit build mode";"Закончить строительство";"Bau-Modus verlassen"
"build_mode/save";"Save";"Сохранить";"Speichern"
"build_mode/market";"Shop";"Магазин";"Shop"
"build_mode/move_to_selection";"Move to selection";"Перенестись к выделению";"Zur Auswahl bewegen"
"build_mode/undo";"Undo";"Отменить";"Rückgängig"
"build_mode/remove";"Stash";"Убрать";"Versteck"
"crouch_hint/text";"Press to crouch";"Нажмите, чтобы присесть";"Drücken, um in die Hocke zu gehen"
"stone_throw_hint/text";"Press to throw something";"Нажмите, чтобы что-то кинуть";"Drücken, um etwas zu werfen"
"climbing_hint/text";"Press to climb";"Нажмите, чтобы карабкаться";"Drücken, um zu klettern"
"climbing_hint/no_have_enough_stamina_text";"Not enough stamina";"Недостаточно выносливости";"Nicht genug Ausdauer"
"climbing_hint/over_obstacle_text";"Press to climb over";"Нажмите, чтобы перелезть";"Drücken, um zu überklettern"
"quest/secret_note_message_millitary1";"This note describes the location of stash with valuable equipment. Map marker added.";"Эта записка описывает местоположение тайника с ценными вещами. Добавлена метка на карте.";"Diese Notiz beschreibt den Standort des Verstecks mit wertvoller Ausrüstung. Kartenmarker hinzugefügt."
"quest/secret_note_error";"You can't decipher the stash location from this note.";"Вы не cмогли разобрать местоположение тайника из этой записки.";"Du kannst den Standort des Verstecks aus dieser Notiz nicht entschlüsseln."
"homebase/door_locked";"The door is locked. Higher clearance is needed.";"Дверь заблокирована. Нужен более высокий уровень доступа.";"Die Tür ist verschlossen. Höhere Freigabe ist erforderlich."
